,0
71551,would
71552,expect
71553,see
71554,growth
71555,big
71556,one
71557,billion
71558,runoff
71559,stuff
71560,lot
71561,acquired
71562,wamu
71563,running
71564,years
71565,got
71566,remember
71567,important
71568,thing
71569,runs
71570,first
71571,somebody
71572,losing
71573,money
71574,runs
71575,frees
71576,losing
71577,potential
71578,earnings
71579,go
71580,something
71581,else
71582,like
71583,types
71584,right
71585,leads
71586,negative
71587,revenues
71588,necessarily
71589,lead
71590,negative
71591,profits
71592,went
71593,goes
71594,fannie
71595,mae
71596,freddie
71597,could
71598,change
71599,retain
71600,thought
71601,made
71602,sense
71603,shareholders
71604,volumes
71605,offset
71606,repurchase
71607,cost
71608,contra
71609,revenue
71610,item
71611,think
71612,far
71613,volumes
71614,still
71615,good
71616,spreads
71617,still
71618,fairly
71619,high
71620,markets
71621,set
71622,lot
71623,people
71624,price
71625,mortgages
71626,around
71627,usually
71628,determines
71629,much
71630,system
71631,people
71632,use
71633,credit
71634,whole
71635,bunch
71636,different
71637,bank
71638,sets
71639,rate
71640,confessed
71641,multiple
71642,times
71643,one
71644,biggest
71645,professional
71646,mistakes
71647,ever
71648,made
71649,get
71650,rid
71651,channel
71652,guess
71653,paying
71654,attention
71655,spreads
71656,go
71657,still
71658,critical
71659,product
71660,american
71661,know
71662,gse
71663,going
71664,redone
71665,mortgage
71666,markets
71667,think
71668,lot
71669,work
71670,needs
71671,done
71672,day
71673,servicing
71674,mortgages
71675,originating
71676,mortgages
71677,clients
71678,still
71679,good
71680,business
71681,think
71682,good
71683,think
71684,material
71685,change
71686,msr
71687,decide
71688,rates
71689,low
71690,low
71691,forever
71692,msr
71693,one
71694,big
71695,item
71696,handle
71697,msr
71698,might
71699,little
71700,different
71701,remember
71702,every
71703,portfolio
71704,decision
71705,kind
71706,almost
71707,discrete
71708,decision
71709,whether
71710,retain
71711,fannie
71712,mae
71713,freddie
71714,mac
71715,whole
71716,loan
71717,conforming
71718,buy
71719,adjustable
71720,rate
71721,security
71722,security
71723,portfolio
71724,almost
71725,kind
71726,decisions
71727,seen
71728,taking
71729,place
71730,securities
71731,portfolio
71732,balance
71733,sheet
71734,retail
71735,balance
71736,sheet
71737,correct
71738,look
71739,jumbo
71740,markets
71741,way
71742,agencies
71743,increased
71744,loan
71745,limits
71746,lot
71747,jumbo
71748,stuff
71749,going
71750,jumbo
71751,stuff
71752,may
71753,done
71754,sent
71755,balance
71756,sheets
71757,banks
71758,told
71759,basel
71760,think
71761,probably
71762,updating
71763,years
71764,making
71765,never
71766,get
71767,final
71768,think
71769,might
71770,close
71771,final
71772,rules
71773,end
71774,november
71775,probably
71776,start
71777,telling
71778,roughly
71779,specifically
71780,numbers
71781,stuff
71782,like
71783,aware
71784,hey
71785,mike
71786,dtas
71787,mike
71788,think
71789,way
71790,look
71791,utilization
71792,middle
71793,markets
71794,think
71795,representative
71796,corporate
71797,go
71798,marketplace
71799,middle
71800,market
71801,use
71802,revolvers
71803,grow
71804,utilization
71805,actual
71806,loan
71807,demand
71808,including
71809,unused
71810,actually
71811,little
71812,bit
71813,actual
71814,balances
71815,little
71816,bit
71817,versus
71818,last
71819,first
71820,time
71821,going
71822,say
71823,two
71824,years
71825,hear
71826,generally
71827,stuff
71828,anecdotally
71829,banks
71830,say
71831,instead
71832,going
71833,may
71834,actually
71835,going
71836,little
71837,bit
71838,would
71839,call
71840,accelerating
71841,yet
71842,think
71843,investment
71844,banking
71845,business
71846,really
71847,well
71848,asia
71849,well
71850,grow
71851,market
71852,economy
71853,added
71854,bankers
71855,clients
71856,obviously
71857,building
71858,think
71859,consumer
71860,side
71861,build
71862,consumer
71863,side
71864,hard
71865,going
71866,future
71867,could
71868,two
71869,years
71870,one
71871,year
71872,buy
71873,put
71874,pretty
71875,high
71876,likelihood
71877,yes
71878,saying
71879,would
71880,pick
71881,timetable
71882,make
71883,sense
71884,going
71885,think
71886,create
71887,opportunity
71888,jpmorgan
71889,really
71890,buying
71891,buy
71892,basically
71893,buy
71894,bank
71895,comes
71896,attendant
71897,businesses
71898,think
71899,time
71900,jpmorgan
71901,well
71902,dollar
71903,well
71904,financing
71905,costs
71906,low
71907,maybe
71908,asia
71909,quite
71910,would
71911,say
71912,time
71913,may
71914,something
71915,think
71916,kind
71917,nature
71918,talking
71919,say
71920,weeks
71921,clean
71922,actually
71923,little
71924,depth
71925,conversations
71926,regulators
71927,ags
71928,stuff
71929,like
71930,know
71931,exactly
71932,hopeful
71933,starts
71934,move
71935,one
71936,know
71937,going
71938,three
71939,weeks
71940,think
71941,real
71942,shame
71943,get
71944,resolved
71945,moving
71946,hope
71947,expense
71948,yes
71949,million
71950,quarter
71951,clear
71952,going
71953,need
71954,additional
71955,add
71956,one
71957,point
71958,billion
71959,good
71960,chance
71961,billion
71962,expense
71963,four
71964,quarters
71965,six
71966,quarters
71967,expense
71968,going
71969,reserve
71970,longer
71971,need
71972,mike
71973,hope
71974,ca
71975,promise
71976,could
71977,end
71978,chance
71979,things
71980,deteriorate
71981,way
71982,understand
71983,remember
71984,also
71985,look
71986,lot
71987,underlying
71988,assumptions
71989,request
71990,aging
71991,vintages
71992,loss
71993,rates
71994,et
71995,change
71996,obviously
71997,change
71998,reserves
71999,little
72000,bit
72001,know
72002,better
72003,one
72004,equity
72005,lag
72006,home
72007,equity
72008,nature
72009,find
72010,lags
72011,underlying
72012,prime
72013,underlying
72014,real
72015,estate
72016,lags
72017,try
72018,account
72019,actually
72020,adjust
72021,reserve
72022,stopped
72023,back
72024,using
72025,purpose
72026,think
72027,relative
72028,us
72029,people
72030,going
72031,comment
72032,underlying
72033,things
72034,got
72035,remember
72036,known
72037,issues
72038,mortgage
72039,part
72040,time
72041,get
72042,end
72043,process
72044,evicting
72045,people
72046,deserve
72047,stay
72048,house
72049,way
72050,long
72051,time
72052,undercut
72053,us
72054,number
72055,two
72056,regulators
72057,said
72058,going
72059,try
72060,make
72061,sure
72062,understand
72063,things
72064,may
72065,equally
72066,applied
72067,jurisdictions
72068,around
72069,world
72070,incumbent
72071,upon
72072,make
72073,sure
72074,level
72075,playing
72076,field
72077,noted
72078,thing
72079,going
72080,worry
72081,particularly
72082,much
72083,right
72084,yes
72085,going
72086,say
72087,one
72088,thing
72089,okay
72090,purchased
72091,reserves
72092,litigation
72093,unclear
72094,exactly
72095,going
72096,show
72097,think
72098,going
72099,make
72100,statement
72101,things
72102,may
72103,go
72104,relates
72105,also
72106,burning
72107,vintages
72108,gse
72109,vintages
72110,time
72111,lag
72112,think
72113,also
72114,important
72115,note
72116,fundamentally
72117,lot
72118,private
72119,label
72120,stuff
72121,rules
72122,requirements
72123,disclosures
72124,different
72125,loan
72126,loan
72127,going
72128,people
72129,right
72130,going
72131,make
72132,people
72133,sue
72134,win
72135,making
72136,huge
72137,mistake
72138,extent
72139,reserves
72140,ca
72141,guess
72142,put
72143,numbers
72144,extent
72145,think
72146,question
72147,reserves
72148,long
72149,losses
72150,relating
72151,repurchase
72152,whether
72153,gse
72154,private
72155,label
72156,whether
72157,shows
72158,litigation
72159,repurchase
72160,reserve
72161,long
72162,go
72163,expect
72164,kind
72165,number
72166,expect
72167,drag
72168,losses
72169,things
72170,play
72171,middle
72172,market
72173,middle
72174,market
72175,middle
72176,market
72177,thing
72178,point
72179,deposits
72180,commercial
72181,bank
72182,actually
72183,think
72184,balance
72185,sheet
72186,companies
72187,good
72188,shape
72189,think
72190,might
72191,see
72192,might
72193,use
72194,deposits
72195,take
72196,saying
72197,think
72198,good
72199,like
72200,corporate
72201,america
72202,good
72203,financial
72204,think
72205,middle
72206,market
72207,commercial
72208,banking
72209,america
72210,good
72211,shape
72212,waiting
72213,orders
72214,think
72215,going
72216,affect
72217,fixed
72218,income
72219,business
72220,think
72221,resolution
72222,activity
72223,important
72224,done
72225,right
72226,think
72227,see
72228,lot
72229,people
72230,figure
72231,right
72232,part
72233,going
72234,need
72235,international
72236,really
72237,need
72238,done
72239,devil
72240,yet
72241,see
72242,changing
72243,fixed
72244,income
72245,good
72246,morning
72247,think
72248,nancy
72249,think
72250,already
72251,mentioned
72252,way
72253,look
72254,burying
72255,billion
72256,year
72257,billion
72258,repurchase
72259,reserves
72260,year
72261,lot
72262,reo
72263,foreclosure
72264,forget
72265,offhand
72266,big
72267,numbers
72268,numbers
72269,may
72270,bounce
72271,probably
72272,may
72273,go
72274,little
72275,bit
72276,sure
72277,going
72278,materially
72279,change
72280,litigation
72281,put
72282,know
72283,going
72284,sorted
72285,say
72286,said
72287,people
72288,make
72289,good
72290,banks
72291,going
72292,crisis
72293,want
72294,paint
72295,kept
72296,dividends
72297,really
72298,really
72299,high
72300,real
72301,long
72302,period
72303,time
72304,retaining
72305,capital
72306,real
72307,low
72308,capital
72309,think
72310,complaints
72311,legitimate
72312,legitimate
72313,everyone
72314,new
72315,incorporates
72316,go
72317,buffer
72318,first
72319,restrictions
72320,dividend
72321,comp
72322,personally
72323,think
72324,set
72325,limits
72326,set
72327,go
72328,lower
72329,number
72330,gets
72331,less
72332,raise
72333,dividends
72334,cut
72335,dividends
72336,cut
72337,way
72338,company
72339,think
72340,probably
72341,referring
72342,regulatory
72343,regime
72344,opposed
72345,thing
72346,dividends
72347,really
72348,much
72349,uncertainty
72350,clarifying
72351,around
72352,capital
72353,requirements
72354,systemically
72355,important
72356,firm
72357,requirements
72358,hesitant
72359,want
72360,clarity
72361,around
72362,reason
72363,confidence
72364,much
72365,capital
72366,hey
72367,carole
72368,think
72369,benefiting
72370,fact
72371,industry
72372,look
72373,would
72374,think
72375,going
72376,see
72377,big
72378,turnaround
72379,sentiment
72380,think
72381,healthy
72382,growing
72383,also
72384,think
72385,going
72386,see
72387,lot
72388,rules
72389,regulations
72390,going
72391,take
72392,year
72393,go
72394,lot
72395,got
72396,deal
72397,thank
72398,congratulations
72399,first
72400,time
72401,great
